hostname,ip,mac,operating_system,ram_gb,cpu_cores,department,environment,owner
srv-operations-0431,10.83.198.202,10:2e:ef:98:b7:08,Windows Server 2016,4,8,Operations,staging,Marcia Gonzalo Villegas
srv-operations-0432,10.196.71.87,26:db:64:98:c0:5d,Windows Server 2012,16,4,Operations,testing,Prudencio Cuevas Morera
srv-hr-0433,10.43.61.225,70:1e:e0:89:57:57,Rocky Linux 9,64,8,HR,staging,María Cano Rosales
srv-finance-0434,10.52.61.6,8c:37:e9:76:04:34,Windows Server 2019,4,16,Finance,development,Toni Zapata Mata
srv-management-0435,10.168.223.16,6a:8f:47:2d:17:0d,Ubuntu Server 22.04,16,16,Management,development,Ricarda Perelló Amo
srv-operations-0436,10.243.231.36,06:0c:56:f7:4e:f1,Windows Server 2012,32,8,Operations,development,Laura Pareja Abellán
srv-hr-0437,10.218.237.19,9e:6c:19:a1:68:67,Ubuntu Server 24.04,64,8,HR,development,Carlito Cabezas Albero
srv-management-0438,10.75.138.114,ae:87:1e:d9:f9:67,Windows Server 2019,8,4,Management,development,Gil Elías Vaquero Villalobos
srv-management-0439,10.183.13.127,f6:95:d0:1b:d6:df,Ubuntu Server 22.04,32,2,Management,staging,Victor Varela Guillén
srv-hr-0440,10.27.41.176,50:b7:35:6a:2f:77,Windows Server 2012,8,2,HR,development,Blanca Reguera Salas
srv-it-0441,10.5.22.150,f8:f3:88:b1:0e:99,Debian 12,2,2,IT,development,Rita Julie Carranza Gisbert
srv-finance-0442,10.96.195.25,52:45:0e:41:dc:2a,Rocky Linux 9,32,2,Finance,testing,Gala Múñiz Riera
srv-operations-0443,10.34.18.113,46:78:b7:94:34:da,Ubuntu Server 24.04,32,4,Operations,development,Cayetano Menéndez Rojas
srv-development-0444,10.85.242.236,68:14:75:81:06:1e,Ubuntu Server 24.04,32,16,Development,testing,Nicodemo Basilio Vázquez Calatayud
srv-management-0445,10.96.89.20,ca:ac:b1:c8:84:34,Ubuntu Server 24.04,8,4,Management,production,Gala Porta Anaya
srv-management-0446,10.233.247.115,b2:6b:02:e7:3a:6a,Windows Server 2019,16,2,Management,staging,Micaela Carrasco
srv-it-0447,10.146.48.174,b0:3e:64:c8:66:9e,Ubuntu Server 24.04,16,8,IT,staging,Edgardo de Español
srv-development-0448,10.114.144.115,0e:4b:3f:01:8b:fa,Windows Server 2019,4,4,Development,staging,Dominga Marí Salmerón
srv-hr-0449,10.0.148.83,ea:bc:20:57:e5:6a,Windows Server 2012,2,2,HR,development,Delia Bermejo
srv-management-0450,10.81.66.108,5e:06:5e:93:9a:75,Rocky Linux 9,64,8,Management,testing,Claudio de Acuña
srv-hr-0451,10.139.136.183,a2:fc:52:2b:3c:ec,Windows Server 2022,64,8,HR,production,Aníbal del Uribe
srv-hr-0452,10.216.46.35,f0:d1:75:46:f2:f7,Ubuntu Server 24.04,4,2,HR,testing,Melchor Marti Francisco
srv-it-0453,10.233.44.22,4c:7d:d9:9b:ed:2b,Windows Server 2019,32,8,IT,staging,Anna Girón Abella
srv-hr-0454,10.124.42.92,6c:16:46:3b:bd:b3,Rocky Linux 9,64,2,HR,development,Pío Cantón Porcel
srv-management-0455,10.69.214.248,56:5e:89:0e:0a:97,Debian 12,8,8,Management,testing,Inmaculada Reyna Arco Mendez
srv-management-0456,10.186.140.37,ec:d7:fc:65:ec:3a,Windows Server 2019,16,16,Management,testing,Josué del Ribes
srv-it-0457,10.182.24.210,a0:79:23:1b:a6:7d,Ubuntu Server 22.04,4,8,IT,development,Valentín Lino Blanch Reina
srv-security-0458,10.66.198.199,dc:10:b8:8c:55:d5,Windows Server 2016,2,2,Security,development,Ramona de Baró
srv-development-0459,10.231.132.203,5a:5c:c6:e3:24:2d,Windows Server 2022,8,16,Development,development,Concepción Sedano Solana
srv-security-0460,10.122.4.211,b4:85:f5:c8:ee:82,Windows Server 2012,64,16,Security,staging,Roque Díaz-Cadenas
srv-development-0461,10.86.249.86,86:bd:08:d0:85:c2,Ubuntu Server 24.04,16,16,Development,development,Severo Carbó Gimeno
srv-operations-0462,10.83.101.56,34:f3:ef:11:9a:a9,Ubuntu Server 24.04,16,2,Operations,staging,Jose Teodoro Aragón Carro
srv-development-0463,10.12.4.185,20:d3:b8:fd:bd:ba,Debian 12,64,4,Development,staging,Natalio Padilla Ayuso
srv-security-0464,10.71.106.58,f6:e0:94:49:74:0e,Windows Server 2022,2,2,Security,development,Valero Vilanova Amorós
srv-management-0465,10.142.22.36,a6:88:9c:dc:72:b2,Debian 12,4,4,Management,testing,Jenny Casals-Saavedra
srv-management-0466,10.167.235.213,4a:f4:fc:a5:d3:ad,Ubuntu Server 24.04,2,4,Management,staging,Rita Lerma Baquero
srv-hr-0467,10.52.139.115,24:62:45:71:51:34,Windows Server 2022,64,2,HR,testing,Lupita Cortés Tomas
srv-operations-0468,10.13.132.110,f0:00:28:bf:a2:d9,Ubuntu Server 24.04,64,2,Operations,development,Salomé Téllez Rubio
srv-security-0469,10.214.125.208,bc:19:60:7e:54:ed,Ubuntu Server 22.04,4,8,Security,development,Godofredo Aller Llanos
srv-development-0470,10.172.204.135,02:70:fb:b5:9d:eb,Rocky Linux 9,32,8,Development,production,Simón Maldonado-Escalona
srv-operations-0471,10.212.122.239,30:3b:15:f4:c4:ae,Debian 12,8,16,Operations,production,Geraldo Gallo Escamilla
srv-security-0472,10.185.52.82,8a:5a:b4:38:94:79,Windows Server 2019,8,16,Security,testing,Natalia Moliner Uría
srv-development-0473,10.126.226.204,5c:a6:37:b3:16:55,Ubuntu Server 24.04,2,8,Development,production,Calista Carvajal Tejada
srv-operations-0474,10.47.194.82,0c:e3:a9:c1:ff:7e,Ubuntu Server 22.04,8,4,Operations,development,Dora Escalona
srv-it-0475,10.34.91.91,a0:c3:c9:0e:8f:0e,Windows Server 2022,32,8,IT,testing,Consuela Flores Ramirez
srv-finance-0476,10.48.58.130,d6:21:50:b2:76:26,Windows Server 2016,16,2,Finance,staging,Eutimio del Romero
srv-hr-0477,10.134.226.14,ea:9a:0c:1a:04:ad,Windows Server 2022,16,8,HR,testing,Isidora Carpio Alfonso
srv-security-0478,10.173.94.144,74:5c:68:db:f0:4e,Windows Server 2016,2,4,Security,production,Marcial Murillo-Baños
srv-operations-0479,10.241.115.130,e2:b1:78:39:88:d6,Windows Server 2012,8,16,Operations,development,Juanita Abril Ayllón
srv-development-0480,10.213.30.116,74:d9:18:4d:7c:28,Windows Server 2019,32,16,Development,testing,Sonia Sotelo-Canales
srv-finance-0481,10.137.179.95,36:b3:c2:0a:39:1a,Windows Server 2019,16,4,Finance,staging,Ascensión Miralles Olmedo
srv-it-0482,10.30.139.133,0c:59:a6:3d:68:f1,Rocky Linux 9,8,2,IT,development,Oriana Domínguez Cabrera
srv-security-0483,10.198.67.29,ae:41:ee:46:9e:8e,Debian 12,4,4,Security,testing,Teresa Silva Salcedo
srv-operations-0484,10.61.172.130,12:11:e8:21:aa:5e,Windows Server 2016,16,8,Operations,testing,Juan Manuel Río Barberá
srv-operations-0485,10.30.228.22,08:61:aa:93:54:6a,Windows Server 2012,4,2,Operations,production,Lucho Casemiro Arce Sola
srv-it-0486,10.58.76.133,40:8d:e0:3b:a4:11,Windows Server 2016,8,16,IT,development,Brígida Cortés Echeverría
srv-management-0487,10.138.76.34,1c:8a:b8:fa:4c:0a,Ubuntu Server 22.04,4,16,Management,production,Victor de Merino
srv-management-0488,10.185.137.51,40:d6:d4:57:02:d1,Rocky Linux 9,64,2,Management,testing,Paula Monreal Expósito
srv-it-0489,10.209.162.98,9c:c9:fe:ef:c8:ab,Ubuntu Server 24.04,32,16,IT,development,Leocadia Alvarado-Ruiz
srv-hr-0490,10.136.244.164,44:db:d8:4f:eb:fe,Ubuntu Server 22.04,16,4,HR,production,Germán Aureliano Teruel Ojeda
srv-management-0491,10.91.174.246,08:81:36:ee:cb:8b,Ubuntu Server 24.04,16,2,Management,production,Eufemia Hoyos Mena
srv-security-0492,10.182.57.200,e0:cc:6b:0b:d2:b1,Windows Server 2019,8,4,Security,production,Adalberto Peiró
srv-security-0493,10.128.244.76,8c:a2:08:ca:65:78,Debian 12,2,2,Security,staging,Heriberto Ballesteros Tenorio
srv-hr-0494,10.14.52.227,42:33:a4:b7:38:dc,Windows Server 2012,2,8,HR,production,Gil Martin Peinado Menéndez
srv-hr-0495,10.224.127.158,3c:6a:87:38:a9:04,Ubuntu Server 24.04,64,16,HR,development,Candelas Roldán Carreras
srv-hr-0496,10.80.98.149,4e:c1:7a:b6:93:20,Windows Server 2012,64,4,HR,testing,Ruy Gisbert Andres
srv-security-0497,10.44.65.121,d0:08:1d:c0:8e:8b,Ubuntu Server 24.04,64,4,Security,development,Elba Peralta Alberto
srv-operations-0498,10.10.60.20,3a:07:9b:13:c7:e3,Windows Server 2012,2,4,Operations,development,Lina Alfaro Ibañez
srv-it-0499,10.139.186.82,d8:74:00:ac:d4:8a,Ubuntu Server 24.04,2,2,IT,staging,Mohamed José María Vigil Ferrández
srv-operations-0500,10.5.160.242,18:58:c5:2b:8f:fa,Windows Server 2019,8,2,Operations,staging,Adrián Bermúdez Araujo
srv-management-0501,10.141.156.240,36:e6:63:67:3a:02,Rocky Linux 9,4,4,Management,testing,Benita Fernandez Carbajo
srv-management-0502,10.114.176.29,66:b4:27:08:64:88,Windows Server 2016,4,2,Management,testing,Samuel Maestre Baquero
srv-it-0503,10.84.149.56,64:5e:4a:3f:d6:30,Rocky Linux 9,64,4,IT,staging,Edelmira Liliana Santamaría Bustos
srv-hr-0504,10.94.117.8,dc:fa:97:da:fe:6c,Ubuntu Server 22.04,2,8,HR,development,Noé Barreda Mayol
srv-management-0505,10.177.191.33,f8:60:cc:f5:0b:2b,Debian 12,2,8,Management,staging,Tania Lerma Carnero
srv-hr-0506,10.151.12.184,06:49:a6:4c:db:6c,Ubuntu Server 22.04,4,16,HR,staging,Margarita Estevez Pozuelo
srv-development-0507,10.234.183.103,aa:5f:c5:ad:2e:e7,Windows Server 2012,16,8,Development,testing,Inocencio Moliner Páez
srv-operations-0508,10.31.206.129,b2:dc:74:30:4e:57,Windows Server 2016,4,16,Operations,staging,Manu Salvador Rey Salvador
srv-development-0509,10.174.221.108,a0:7e:25:25:5f:3b,Rocky Linux 9,2,2,Development,testing,Reina Salcedo Oliveras
srv-operations-0510,10.104.15.212,44:2f:7d:f6:3e:e1,Rocky Linux 9,16,16,Operations,development,Heliodoro Barral
srv-operations-0511,10.164.3.198,d0:70:e4:9b:e9:af,Ubuntu Server 22.04,2,16,Operations,production,Encarna Matas Beltrán
srv-finance-0512,10.30.148.239,e2:d8:c2:08:f7:7c,Debian 12,64,16,Finance,production,Elías Barberá Cañete
srv-hr-0513,10.95.252.67,dc:89:60:2c:bc:60,Windows Server 2019,16,8,HR,testing,Hilario Morell
srv-finance-0514,10.253.245.175,7c:00:cc:99:f1:c8,Windows Server 2019,32,2,Finance,production,Pacífica Beltran Macias
srv-management-0515,10.11.67.236,30:53:11:70:3a:44,Debian 12,64,16,Management,development,Sebastián Ribes Lobato
srv-management-0516,10.250.153.87,88:8c:e0:ce:66:8f,Windows Server 2019,4,8,Management,staging,Olegario de Cañete
srv-management-0517,10.236.13.218,10:2f:ce:97:bb:19,Rocky Linux 9,8,16,Management,staging,Felisa Solé-Salcedo
srv-security-0518,10.130.25.233,50:5f:1e:d7:f4:aa,Windows Server 2022,64,8,Security,testing,Matías Hilario Goicoechea Zabaleta
srv-finance-0519,10.53.94.127,e0:2f:51:01:c2:99,Windows Server 2019,8,8,Finance,staging,Oriana Ferrándiz-Beltran
srv-operations-0520,10.181.31.166,84:69:24:da:66:ae,Ubuntu Server 24.04,4,8,Operations,testing,Pastor del Pol
srv-it-0521,10.9.124.141,52:52:b3:da:da:3f,Ubuntu Server 24.04,16,2,IT,production,Marciano Lorenzo Camps
srv-development-0522,10.197.239.236,1e:29:68:7d:18:96,Windows Server 2019,4,4,Development,production,Alba Almazán Álvarez
srv-operations-0523,10.132.253.100,f0:d8:12:47:a9:cf,Windows Server 2019,8,8,Operations,testing,Hector Arribas
srv-it-0524,10.222.70.253,60:38:6e:c3:27:d2,Windows Server 2012,2,8,IT,development,Renato del Castillo
srv-hr-0525,10.209.193.149,fc:1a:50:e8:68:44,Ubuntu Server 22.04,4,8,HR,production,María del Serra
srv-it-0526,10.182.17.60,c0:08:33:8a:59:e2,Windows Server 2016,16,2,IT,testing,Marianela Pulido Figueroa
srv-finance-0527,10.73.125.30,36:4b:4d:be:93:64,Windows Server 2019,2,16,Finance,production,Begoña Bonilla Mateo
srv-finance-0528,10.149.188.185,90:fc:d9:2e:cd:4f,Windows Server 2019,16,4,Finance,development,Nydia Sancho Torrecilla
srv-security-0529,10.191.79.215,68:bc:01:f8:51:cb,Ubuntu Server 24.04,64,8,Security,staging,Valero Roma-Roldán
srv-security-0530,10.93.154.137,4a:ee:7b:31:9e:e1,Ubuntu Server 22.04,32,4,Security,testing,Bárbara Otilia Conesa Contreras
srv-management-0531,10.120.84.188,ac:2c:54:a5:7f:cb,Windows Server 2019,8,16,Management,testing,Noemí Osuna Morante
srv-it-0532,10.220.117.84,2c:8d:2b:a2:35:eb,Windows Server 2022,8,2,IT,production,Alondra Isidora Arias Romero
srv-management-0533,10.250.57.239,9a:28:7d:f7:f7:26,Debian 12,8,4,Management,production,Marisela Machado
srv-development-0534,10.166.234.74,64:e0:a6:ea:4f:1d,Ubuntu Server 24.04,64,16,Development,production,Bernabé Domínguez Bosch
srv-development-0535,10.171.189.92,82:9f:02:96:4e:82,Ubuntu Server 24.04,8,2,Development,development,Gervasio Abel Rios Roura
srv-it-0536,10.248.56.102,ca:a6:63:ea:5f:74,Ubuntu Server 22.04,64,16,IT,production,Jordi Vilalta
srv-it-0537,10.242.3.64,90:1e:90:5e:66:ce,Ubuntu Server 22.04,16,4,IT,testing,Luz Zabaleta Julián
srv-security-0538,10.166.152.81,02:96:52:95:2b:78,Debian 12,2,16,Security,production,Ángel Arellano Torrecilla
srv-hr-0539,10.88.28.236,9a:14:c8:0d:70:c7,Windows Server 2019,2,16,HR,development,Modesta de Bermudez
srv-finance-0540,10.170.178.173,34:f2:5c:1d:37:b5,Debian 12,64,4,Finance,development,Sergio Ávila Goñi
srv-finance-0541,10.8.204.61,30:78:4b:ad:ef:5b,Debian 12,4,2,Finance,staging,Calixto Amador
srv-development-0542,10.156.39.148,26:02:e3:b3:02:e3,Debian 12,16,8,Development,production,Candelario del Guardia
srv-it-0543,10.48.95.124,94:01:36:1e:fe:3f,Rocky Linux 9,8,2,IT,development,Renato Camps
srv-security-0544,10.95.53.59,54:58:11:26:1d:b3,Windows Server 2012,8,8,Security,production,Zaira Prado Rocha
srv-hr-0545,10.56.228.29,58:ff:e0:ac:67:c0,Windows Server 2019,8,2,HR,staging,Zacarías Lladó
srv-hr-0546,10.78.101.63,a2:b1:35:1d:39:a9,Ubuntu Server 24.04,8,4,HR,testing,Fernanda Caro Pinto
srv-management-0547,10.115.55.71,64:2f:98:58:31:75,Windows Server 2019,32,4,Management,staging,Marciano Oliver
srv-operations-0548,10.157.152.244,f0:9f:21:1e:28:e9,Ubuntu Server 24.04,2,8,Operations,staging,Jimena Bermudez Madrid
srv-development-0549,10.126.254.100,1a:6e:eb:15:f8:9a,Ubuntu Server 22.04,64,8,Development,production,Armando Bárcena Robledo
srv-management-0550,10.2.173.182,ce:37:1e:96:3f:eb,Ubuntu Server 24.04,32,4,Management,production,Ariel Santana Corral
srv-hr-0551,10.17.147.34,06:8b:66:c6:ca:7f,Debian 12,2,2,HR,production,Pascual Casals
srv-security-0552,10.162.61.229,26:4b:66:65:66:7d,Windows Server 2022,2,16,Security,production,Eutimio Artigas
srv-finance-0553,10.163.146.112,b0:c9:c6:5c:fc:bf,Debian 12,16,8,Finance,testing,Narcisa Alicia Anaya Sánchez
srv-hr-0554,10.55.12.56,0a:e7:dd:7c:36:a3,Windows Server 2019,64,2,HR,staging,Leonel Roura Escudero
srv-it-0555,10.141.99.158,90:19:47:ca:86:0d,Windows Server 2012,64,4,IT,staging,Esteban Peña Porta
srv-operations-0556,10.27.184.33,64:4f:b9:62:20:80,Windows Server 2012,2,8,Operations,testing,Milagros Nicolau Galán
srv-development-0557,10.28.10.49,ba:8c:92:91:50:5f,Ubuntu Server 24.04,2,4,Development,production,Julie del Teruel
srv-management-0558,10.0.107.131,46:58:9e:f0:e8:fc,Windows Server 2022,2,2,Management,production,Marco Hurtado Redondo
srv-operations-0559,10.199.234.193,b6:42:8d:5f:db:6d,Ubuntu Server 24.04,2,16,Operations,production,Roque Robles Coello
srv-finance-0560,10.76.179.231,d2:03:87:be:c6:b1,Ubuntu Server 22.04,64,4,Finance,production,Gil Peñas Lopez
srv-operations-0561,10.144.148.166,fc:35:fd:f3:81:4f,Debian 12,2,4,Operations,development,Teresita Roura Perelló
srv-development-0562,10.52.253.126,20:6b:bb:25:aa:a1,Ubuntu Server 24.04,8,4,Development,development,Armando Pineda Amigó
srv-management-0563,10.60.73.33,e8:71:00:2f:4a:37,Windows Server 2019,32,16,Management,development,Ainoa Manuela Alsina Oliva
srv-hr-0564,10.188.78.62,90:01:75:aa:d6:a1,Ubuntu Server 22.04,8,4,HR,staging,María Cristina Torralba Jódar
srv-management-0565,10.76.184.197,38:d2:d5:f0:40:da,Rocky Linux 9,16,8,Management,production,Toño Alcalde Espada
srv-hr-0566,10.49.126.184,6e:f4:d7:7f:3e:18,Ubuntu Server 22.04,16,4,HR,testing,Azahara Pedrosa Mancebo
srv-operations-0567,10.170.158.94,f6:1d:4c:db:f3:5b,Windows Server 2016,16,8,Operations,production,Graciana Arias Pinilla
srv-security-0568,10.224.52.189,ec:43:44:4c:fa:a9,Debian 12,64,16,Security,staging,Guiomar de Simó
srv-development-0569,10.156.189.206,82:42:f3:24:02:ef,Debian 12,64,8,Development,development,Josep Ropero Avilés
srv-finance-0570,10.165.103.253,58:e2:e8:40:ba:20,Windows Server 2012,32,2,Finance,staging,Ramón Cañas Prado
srv-hr-0571,10.40.244.112,98:98:ad:e0:80:bc,Rocky Linux 9,4,8,HR,production,Fortunato Asdrubal Barreda Urrutia
srv-security-0572,10.155.42.22,c4:8c:57:eb:f4:c1,Rocky Linux 9,8,4,Security,staging,Emperatriz Casals-Llamas
srv-security-0573,10.247.46.84,32:3b:c6:0c:29:88,Windows Server 2019,32,2,Security,development,Patricia Aguilar
srv-management-0574,10.34.76.85,ac:bc:e8:72:8b:b4,Windows Server 2016,64,8,Management,production,Virginia del Cazorla
srv-management-0575,10.200.6.79,ca:e7:33:09:87:b9,Windows Server 2022,64,4,Management,testing,César Mendizábal Aragón
srv-hr-0576,10.3.1.152,e4:76:d4:cf:11:a8,Ubuntu Server 22.04,16,8,HR,testing,Emma Encarnacion Carrión Solé
srv-management-0577,10.105.126.161,66:6a:a4:73:d5:4f,Rocky Linux 9,2,4,Management,staging,Salud Cruz Campoy
srv-security-0578,10.115.60.79,7e:f5:e5:46:4c:aa,Ubuntu Server 22.04,4,4,Security,development,Celestino Duarte Meléndez
srv-development-0579,10.98.121.129,92:20:42:90:b1:e8,Windows Server 2016,64,8,Development,development,Anita Martinez
srv-security-0580,10.235.7.131,62:dc:f8:31:40:e5,Ubuntu Server 24.04,2,16,Security,development,Emilio Comas Fortuny
srv-it-0581,10.156.200.186,c4:6e:e7:f9:41:3f,Windows Server 2012,64,4,IT,production,Danilo Perelló
srv-operations-0582,10.121.183.189,4e:b4:15:12:24:38,Windows Server 2022,32,8,Operations,testing,Mónica Espejo Maza
srv-hr-0583,10.36.103.73,c6:d8:88:2d:d9:ad,Ubuntu Server 24.04,16,8,HR,development,Flavia Sacristán Mascaró
srv-development-0584,10.244.141.91,82:d7:b6:53:09:60,Ubuntu Server 22.04,64,16,Development,production,Florencia Pomares Domínguez
srv-security-0585,10.191.118.239,6a:79:db:d6:ee:08,Windows Server 2022,8,16,Security,staging,Rosalinda Cabanillas Bartolomé
srv-development-0586,10.10.194.203,64:3d:92:e7:6d:09,Windows Server 2019,4,4,Development,development,Gonzalo Cifuentes
srv-it-0587,10.12.39.141,a6:c4:2c:e9:0b:63,Windows Server 2012,4,8,IT,staging,Ceferino Cornejo Verdú
srv-it-0588,10.95.76.61,92:5d:d8:4a:f6:1b,Windows Server 2012,8,2,IT,development,María Manuela Hurtado Feijoo
srv-operations-0589,10.77.150.107,cc:ba:17:8d:3c:ea,Rocky Linux 9,64,8,Operations,production,Manu Polo-Torrents
srv-security-0590,10.97.37.20,64:f7:1b:49:a9:c8,Ubuntu Server 24.04,8,16,Security,production,Pili Anglada-Gil
srv-development-0591,10.33.121.181,44:c1:a5:b0:04:03,Ubuntu Server 24.04,64,16,Development,development,Natalio Tejedor Checa
srv-finance-0592,10.15.182.59,00:47:ec:92:8e:ce,Debian 12,4,16,Finance,production,Jacinta Molins Codina
srv-it-0593,10.203.215.55,e2:78:74:97:f5:61,Windows Server 2016,4,4,IT,testing,León Alfaro Leal
srv-security-0594,10.204.132.88,54:23:63:a4:e6:61,Windows Server 2016,16,16,Security,staging,Edgardo Royo Iborra
srv-management-0595,10.120.102.178,72:99:82:a7:3d:5e,Debian 12,8,2,Management,production,Lina Polo Gaya
srv-management-0596,10.205.249.249,c0:68:8e:47:4a:aa,Windows Server 2022,2,16,Management,staging,Fabricio de León
srv-security-0597,10.116.15.242,0a:83:66:ae:43:0e,Windows Server 2022,16,4,Security,development,Damián Gaya
srv-operations-0598,10.14.247.135,72:03:0c:59:a2:d5,Debian 12,4,4,Operations,production,Heraclio de Fernández
srv-hr-0599,10.225.94.79,7e:4a:9b:72:0b:35,Debian 12,32,4,HR,development,Pilar Angulo Lucena
srv-finance-0600,10.82.24.250,c2:4a:1a:66:44:f6,Rocky Linux 9,8,8,Finance,staging,Petrona Perales Melero
srv-it-0601,10.100.122.28,78:9b:09:17:1f:c0,Windows Server 2012,2,4,IT,testing,Xavier Collado Duque
srv-it-0602,10.163.197.102,18:4d:39:be:b4:6c,Ubuntu Server 24.04,4,2,IT,staging,Yolanda Bonilla-Aguilera
srv-development-0603,10.254.237.231,7e:4a:07:4a:af:73,Ubuntu Server 22.04,2,4,Development,testing,Vinicio Escrivá Pallarès
srv-management-0604,10.206.35.170,ac:85:7f:c4:78:9d,Ubuntu Server 24.04,8,2,Management,testing,Nando de Lara
srv-operations-0605,10.88.231.159,58:24:b7:19:ce:8f,Ubuntu Server 24.04,2,2,Operations,testing,Palmira Cañete
srv-hr-0606,10.121.98.173,2e:a0:03:4e:2d:cf,Windows Server 2022,8,8,HR,development,Odalys Llopis
srv-operations-0607,10.71.24.198,3c:3b:4c:2e:1f:17,Rocky Linux 9,8,2,Operations,staging,Fausto Leonardo Nogués Tolosa
srv-it-0608,10.79.5.55,94:76:b6:9a:35:4f,Rocky Linux 9,4,4,IT,development,Narcisa España-Padilla
srv-operations-0609,10.103.115.153,5c:7d:87:8e:7a:4e,Windows Server 2022,64,16,Operations,development,Herminia de Cantero
srv-management-0610,10.59.73.129,fc:05:7b:f7:4f:e9,Ubuntu Server 24.04,2,2,Management,development,Cebrián Aristides Soler Pineda
srv-hr-0611,10.220.20.150,ea:02:2f:06:13:8e,Debian 12,8,8,HR,testing,Amparo del Palacios
srv-it-0612,10.74.234.219,58:14:ad:c1:a9:e4,Windows Server 2019,16,16,IT,development,Manu Adadia Múgica
srv-management-0613,10.146.98.46,ea:28:f4:b9:cc:08,Rocky Linux 9,8,2,Management,staging,Anunciación Cayetana Barón Ponce
srv-operations-0614,10.37.30.10,0c:75:a0:7f:6c:50,Ubuntu Server 24.04,8,4,Operations,development,Florina Almansa Ortega
srv-finance-0615,10.28.220.196,5c:7b:1f:83:fd:e5,Windows Server 2012,64,8,Finance,production,Íngrid Abad
srv-security-0616,10.133.177.27,f4:08:75:33:db:c8,Ubuntu Server 24.04,32,16,Security,testing,Celia Santos Rojas
srv-security-0617,10.47.25.71,e4:3f:62:99:8a:8f,Ubuntu Server 24.04,16,16,Security,development,Belén Pulido Falcón
srv-operations-0618,10.196.22.245,1e:a3:e0:dd:e5:c6,Windows Server 2016,2,16,Operations,production,Jacinto Valenciano Pera
srv-it-0619,10.129.193.1,60:42:d0:48:aa:ec,Windows Server 2016,4,4,IT,testing,Javier Ribas Querol
srv-it-0620,10.125.233.150,06:85:6e:f8:95:74,Debian 12,16,4,IT,development,Pepito Federico Bonilla Rosales
srv-it-0621,10.214.214.117,4e:94:92:9c:06:71,Windows Server 2016,32,8,IT,staging,Elisa Ordóñez Bernat
srv-management-0622,10.183.131.242,a8:0d:b9:bd:77:72,Windows Server 2019,2,16,Management,development,Juan Carlos Castilla-Reguera
srv-operations-0623,10.125.92.187,44:aa:df:df:d6:82,Ubuntu Server 24.04,64,2,Operations,staging,Gabino Valenzuela Antón
srv-security-0624,10.87.13.1,38:32:e3:d0:4c:9c,Windows Server 2019,64,8,Security,testing,Fabio Gimeno
srv-operations-0625,10.12.87.66,3a:dc:2e:2e:ab:34,Ubuntu Server 24.04,4,4,Operations,production,Kike Chico Lucena
srv-security-0626,10.5.245.200,9a:5f:db:7b:e7:57,Windows Server 2016,32,4,Security,development,Paz Vilaplana Mateos
srv-development-0627,10.220.91.158,3c:07:af:67:e5:14,Rocky Linux 9,8,16,Development,production,Gema Alberola Peralta
srv-finance-0628,10.121.182.177,42:9d:2e:a6:9b:1f,Ubuntu Server 24.04,64,16,Finance,production,Carmela Ángel Pereira
srv-development-0629,10.128.141.38,9a:f0:a3:44:8d:25,Windows Server 2019,32,4,Development,development,Fanny Frutos Chaparro
srv-it-0630,10.18.193.117,38:56:fb:9b:1e:21,Ubuntu Server 22.04,2,16,IT,staging,Fabiola Iniesta Flor
srv-hr-0631,10.95.16.168,66:dc:95:b4:8e:16,Ubuntu Server 22.04,2,8,HR,development,Custodio Poza
srv-security-0632,10.25.225.215,a2:bb:f8:74:db:df,Ubuntu Server 22.04,16,2,Security,production,Vidal Márquez Carmona
srv-finance-0633,10.91.191.49,a6:58:71:1b:5f:1e,Windows Server 2022,4,2,Finance,staging,Julián de López
srv-management-0634,10.157.32.190,2c:b5:e9:9a:78:56,Rocky Linux 9,4,4,Management,testing,Vidal Asensio Sainz
srv-it-0635,10.32.201.45,2a:9a:b3:b3:7c:ef,Debian 12,16,8,IT,staging,Esther Bello
srv-operations-0636,10.82.24.141,36:ba:d2:c0:5f:47,Windows Server 2022,2,2,Operations,development,Calixta Asensio Ochoa
srv-it-0637,10.28.64.178,32:29:e4:b1:e1:34,Windows Server 2012,32,16,IT,production,Pía del Sanmiguel
srv-hr-0638,10.223.101.10,7c:ad:c9:77:9b:fc,Ubuntu Server 24.04,2,2,HR,testing,Marita de Olivera
srv-security-0639,10.76.183.77,b6:7a:24:f7:33:0a,Rocky Linux 9,32,2,Security,development,Dorita Zabala Piquer
srv-security-0640,10.80.142.96,14:f7:26:a2:19:7f,Rocky Linux 9,4,8,Security,staging,Amílcar Iglesia Pérez
srv-finance-0641,10.115.88.27,4e:d7:a3:bf:f7:6f,Windows Server 2012,8,4,Finance,staging,Mónica Hoz Blanch
srv-operations-0642,10.200.188.81,2a:84:99:29:1b:a4,Ubuntu Server 22.04,32,4,Operations,staging,Liliana Meléndez Antúnez
srv-management-0643,10.25.159.123,a0:64:09:11:a2:2b,Windows Server 2012,16,16,Management,production,Graciano Luna Quiroga
srv-it-0644,10.43.23.69,50:35:62:f0:f0:76,Ubuntu Server 22.04,32,2,IT,production,Eli Expósito
srv-finance-0645,10.0.45.167,3c:ef:29:64:64:fc,Windows Server 2019,8,4,Finance,staging,Hipólito Lamas Martín
srv-management-0646,10.123.20.14,2e:d9:3e:30:cd:d6,Debian 12,2,4,Management,staging,Isabela Cabezas Nadal
